Item;Condition;ID;MD5 hash of participant's IP address;Original_Value;Changed_Value;IsQuestionable;Discussion_ML;Discussion_TL;Discussion_BD
;B;2844;9a8edf1b84fcdd4e9692881d31a5a26e;consider the economy is improving;;FALSE;;consider;consider
;B;4478;559a558cc071b904f807f21b428370da;evaluate what financial risks seem worth their while.;evaluate;FALSE;maybe?;evaluate;evaluate
;B;8562;6df37ff0405e34325f86235ab8e45b66;invest;;FALSE;;invest;/
;B;9380;3028e7887ad94e66d4f5fe907c30cc88;the timing seems appropriate;evaluate;TRUE;;;/
;C;254;b8b10c5c32c46a8f278dc868ef65fd9d;explain;;FALSE;;;/
;C;5172;38515a2d399231bb4340622c162d7b1a;room;;TRUE;;;/
;C;5989;bac07a9a07d31bd971ed4288f10499d6;stay alert and seal the deal;;FALSE;;stay alert;seal the deal
;C;10905;4f1511992b86c3d28f958bcbf4d56511;?? as the risk to ?? the banker in the ?? must;;TRUE;;;/
;C;13367;773048bc5ea832a6a6fb93f6da578bc6;take advantage;;FALSE;;take advantage;take advantage
;C;15003;bc3b5c51f98f643be9a99134572a2170;take risk;;FALSE;;take risks;risk
;D;2130;2b7058890eefa22341aa295a036985a9;gamble;take risk;FALSE;maybe?;take risks;/
;D;3770;58538dcb3f84e420200c601a4903dbef;think about it before he does it;evaluate;FALSE;;;think
;D;7855;61f3559549de508d322e493e3c8fe90c;The conference room;;TRUE;;;/
;D;10314;64e64662aa8b1a57c3e5254b48652bcc;take the risks;take risk;FALSE;;take risks;risk
;D;12781;8e6ad748c0685eaeffbadbae0050306d;invest;;FALSE;;;/
;D;14416;46c4212ded545ed717b0ff376752ae11;evaluate decisions on next steps;evaluate;FALSE;;evaluate;evaluate
;D;16057;9f8736428d68ef86c654e1f0f0b1058e;advise accordingly;advise;FALSE;;advise;advise
74;A;3227;9a8edf1b84fcdd4e9692881d31a5a26e;prepare for the new studio;get ready;FALSE;;prepare;prepare
;A;4860;559a558cc071b904f807f21b428370da;take a moment to bask in his success%2C and his hard work finally paying off.;celebrate;FALSE;;take a moment;/
;A;8945;6df37ff0405e34325f86235ab8e45b66;work;;FALSE;;;/
;A;9762;3028e7887ad94e66d4f5fe907c30cc88;after arranging all the details for next month;;TRUE;;;/
;B;650;b8b10c5c32c46a8f278dc868ef65fd9d;fish;;FALSE;what?;;/
;B;5562;38515a2d399231bb4340622c162d7b1a;must;;TRUE;I think these results show how difficult was the task, so we need to carefully consider if we need them or not;;/
;B;6380;bac07a9a07d31bd971ed4288f10499d6;prepare the artworks;get ready;FALSE;;prepare;prepare
;B;11302;4f1511992b86c3d28f958bcbf4d56511;The artist in the studio%2C after arranging next months gallery in the studio must ;;TRUE;;;/
;B;13757;773048bc5ea832a6a6fb93f6da578bc6;be ready;get ready;FALSE;;prepare;/
;B;15395;bc3b5c51f98f643be9a99134572a2170;get prepares;get ready;FALSE;;prepare;prepare
;C;1906;2b7058890eefa22341aa295a036985a9;complete it;;FALSE;;complete;complete
;C;3548;58538dcb3f84e420200c601a4903dbef;get up and get prepared;get ready;FALSE;;get up and prepare;prepare
;C;7633;61f3559549de508d322e493e3c8fe90c;fter arranging all the ;;TRUE;;;/
;C;10088;64e64662aa8b1a57c3e5254b48652bcc;get new art;;FALSE;;;get
;C;12559;8e6ad748c0685eaeffbadbae0050306d;imagine;;FALSE;;;/
;C;14193;46c4212ded545ed717b0ff376752ae11;prepare for showings.;get ready;FALSE;;prepare;prepare
;C;15832;9f8736428d68ef86c654e1f0f0b1058e;get painting;;FALSE;;paint;get
;D;848;2817aa3ba5ce3496c4222adb7a6aa37c;prepare.;get ready;FALSE;;prepare;/
;D;6577;83d8403f227baca0464166c404dc0dc2;plan ahead;;FALSE;;plan;plan
;D;11501;14399e53229004f2c85ec3810d5cf776;Sucessful;;TRUE;same here;be successful;/
75;A;61;b8b10c5c32c46a8f278dc868ef65fd9d;investigate;;FALSE;;;/
;A;4984;38515a2d399231bb4340622c162d7b1a;telescope;;FALSE;same here;;/
;A;5800;bac07a9a07d31bd971ed4288f10499d6;be seeing some nice sky;observe;FALSE;;see;see
;A;10715;4f1511992b86c3d28f958bcbf4d56511;s the sky was clear and the BLANK was good had to;;FALSE;how is that possible here?;;/
;A;13178;773048bc5ea832a6a6fb93f6da578bc6;see the stars;observe;FALSE;;see;see
;A;14813;bc3b5c51f98f643be9a99134572a2170;check;observe;FALSE;maybe?;;/
;B;2258;2b7058890eefa22341aa295a036985a9;evaluate it;;FALSE;;evaluate;evaluate
;B;3897;58538dcb3f84e420200c601a4903dbef;look in the scope;observe;FALSE;maybe?;look;look
;B;7981;61f3559549de508d322e493e3c8fe90c;The astrology;;TRUE;;;/
;B;10441;64e64662aa8b1a57c3e5254b48652bcc;organize themselves;;FALSE;;organize;organize
;B;12907;8e6ad748c0685eaeffbadbae0050306d;observe;;FALSE;;observe;/
;B;14542;46c4212ded545ed717b0ff376752ae11;record the observations;observe;FALSE;;record;record
;B;16183;9f8736428d68ef86c654e1f0f0b1058e;get to work;work;FALSE;;work;work
;C;1197;2817aa3ba5ce3496c4222adb7a6aa37c;look up to the stars.;observe;FALSE;maybe?;look;look up
;C;6926;83d8403f227baca0464166c404dc0dc2;relax and sunbathe;relax;FALSE;;relax;relax
;C;11850;14399e53229004f2c85ec3810d5cf776;Take a leisure time ;relax;FALSE;;relax;relax
;D;3089;9a8edf1b84fcdd4e9692881d31a5a26e;balance work life together;;FALSE;;balance;balance
;D;4722;559a558cc071b904f807f21b428370da;know that they cannot peer into the sky much at this time%2C to avoid staring into the sun and damaging their eyes.;not work;FALSE;maybe?;;/
;D;8806;6df37ff0405e34325f86235ab8e45b66;head to work;get to work;FALSE;;head to work;work
;D;9624;3028e7887ad94e66d4f5fe907c30cc88;at the beach;;TRUE;;;/
76;A;2098;2b7058890eefa22341aa295a036985a9;provide intel ;provide guidance;FALSE;maybe?;provide intel;provide
;A;3739;58538dcb3f84e420200c601a4903dbef;start brainstorming ideas;brainstrorm;FALSE;;brainstorm;brainstorm
;A;7824;61f3559549de508d322e493e3c8fe90c;s the company need a workflow;;TRUE;;;/
;A;10283;64e64662aa8b1a57c3e5254b48652bcc;provide proper guidance;provide guidance;FALSE;;provide guidance;provide
;A;12750;8e6ad748c0685eaeffbadbae0050306d;analyze;;FALSE;;;/
;A;14385;46c4212ded545ed717b0ff376752ae11;record various ideas;brainstrorm;FALSE;;brainstorm;record
;A;16026;9f8736428d68ef86c654e1f0f0b1058e;assist them;;FALSE;;assist;assist
;B;915;2817aa3ba5ce3496c4222adb7a6aa37c;prepare the documents. ;;FALSE;;prepare;prepare
;B;6644;83d8403f227baca0464166c404dc0dc2;prepare to give guidance;provide guidance;FALSE;;prepare ;prepare
;B;11568;14399e53229004f2c85ec3810d5cf776;Efficient;;TRUE;;;/
;C;3078;9a8edf1b84fcdd4e9692881d31a5a26e;prepare for more books;;FALSE;;prepare ;prepare
;C;4711;559a558cc071b904f807f21b428370da;research the sort of business the company works on%2C and prepare special suggestions based upon that information.;provide guidance;FALSE;maybe?;research;research
;C;8795;6df37ff0405e34325f86235ab8e45b66;assist them;;FALSE;;assist;assist
;C;9613;3028e7887ad94e66d4f5fe907c30cc88;as the company needs some guidance with it work flows;;TRUE;;;/
;D;577;b8b10c5c32c46a8f278dc868ef65fd9d;direct them;provide guidance;FALSE;;provide guidance;direct
;D;5491;38515a2d399231bb4340622c162d7b1a;company;;TRUE;;;/
;D;6309;bac07a9a07d31bd971ed4288f10499d6;make a gameplan;;FALSE;;make a plan;plan
;D;11229;4f1511992b86c3d28f958bcbf4d56511;??;;FALSE;how to treat this?;;/
;D;13686;773048bc5ea832a6a6fb93f6da578bc6;make enquires;ask;FALSE;;;enquiry
;D;15324;bc3b5c51f98f643be9a99134572a2170;ask for help;;FALSE;;ask;ask
77;A;955;2817aa3ba5ce3496c4222adb7a6aa37c;prepare the bait. ;;FALSE;;prepare;prepare
;A;6684;83d8403f227baca0464166c404dc0dc2;cast his lines;;FALSE;;;cast
;A;11608;14399e53229004f2c85ec3810d5cf776;Get ready for fishing;get ready;FALSE;;prepare;prepare
;B;2913;9a8edf1b84fcdd4e9692881d31a5a26e;consider the fishing season is open;;FALSE;;consider;consider
;B;4547;559a558cc071b904f807f21b428370da;stay out as long as possible on the water to fish.;;FALSE;;stay out;stay out
;B;8631;6df37ff0405e34325f86235ab8e45b66;sail;;FALSE;;;sail
;B;9449;3028e7887ad94e66d4f5fe907c30cc88;as the weather is good;;TRUE;;;/
;C;618;b8b10c5c32c46a8f278dc868ef65fd9d;prepare;get ready;FALSE;;prepare;/
;C;5531;38515a2d399231bb4340622c162d7b1a;fisherman;;TRUE;;;/
;C;6349;bac07a9a07d31bd971ed4288f10499d6;catch as many fish as possible;fish;FALSE;;catch fish;fish
;C;11270;4f1511992b86c3d28f958bcbf4d56511;s the weather is good and the sea is calm%2C the fisherman at the boat must%2C ;;TRUE;;;/
;C;13726;773048bc5ea832a6a6fb93f6da578bc6;be careful ;;FALSE;;;/
;C;15364;bc3b5c51f98f643be9a99134572a2170;fish;;FALSE;;fish;/
;D;2290;2b7058890eefa22341aa295a036985a9;fish;;FALSE;;fish;/
;D;3928;58538dcb3f84e420200c601a4903dbef;cast his fishing pole;;FALSE;;cast ;cast
;D;8012;61f3559549de508d322e493e3c8fe90c;The fishermen at the office dock;;TRUE;;;/
;D;10472;64e64662aa8b1a57c3e5254b48652bcc;go fishing;fish;FALSE;;fish;fish
;D;12938;8e6ad748c0685eaeffbadbae0050306d;continue;;FALSE;;continue;/
;D;14573;46c4212ded545ed717b0ff376752ae11;prepare for the expedition;get ready;FALSE;;prepare;prepare
;D;16215;9f8736428d68ef86c654e1f0f0b1058e;cast their line;;FALSE;I think C/D have again high probability. What do you think?;cast;cast
78;A;3258;9a8edf1b84fcdd4e9692881d31a5a26e;cut her hair;cut it;FALSE;;cut it;cut
;A;4891;559a558cc071b904f807f21b428370da;cut her hair as short as the client requests it. ;cut it;FALSE;;cut it;cut
;A;8976;6df37ff0405e34325f86235ab8e45b66;cut it;cut it;FALSE;;cut it;cut
;A;9793;3028e7887ad94e66d4f5fe907c30cc88;because the girl hates her long hair;;TRUE;;;/
;B;18;b8b10c5c32c46a8f278dc868ef65fd9d;cut it;cut it;FALSE;;cut it;cut
;B;4942;38515a2d399231bb4340622c162d7b1a;long;;TRUE;;;/
;B;5758;bac07a9a07d31bd971ed4288f10499d6;get it cut;cut it;FALSE;;cut it;cut
;B;10672;4f1511992b86c3d28f958bcbf4d56511;the hairdresser in the hair salon%2C because the girl hates her long hair had to;;TRUE;;;/
;B;13136;773048bc5ea832a6a6fb93f6da578bc6;cut it short;cut it;FALSE;;cut it;cut
;B;14771;bc3b5c51f98f643be9a99134572a2170;cut it;cut it;FALSE;;cut it;cut
;C;2343;2b7058890eefa22341aa295a036985a9;cut it;cut it;FALSE;;cut it;cut
;C;3979;58538dcb3f84e420200c601a4903dbef;cut her hair shorter;cut it;FALSE;;cut it;cut
;C;8063;61f3559549de508d322e493e3c8fe90c;Because the girl hate her long hair;;TRUE;;;/
;C;10523;64e64662aa8b1a57c3e5254b48652bcc;cut it off;cut it;FALSE;;cut it;cut
;C;12989;8e6ad748c0685eaeffbadbae0050306d;shear;;FALSE;;;shear
;C;14624;46c4212ded545ed717b0ff376752ae11;ask how to proceed with the appointment;;FALSE;here?;ask;ask
;C;16266;9f8736428d68ef86c654e1f0f0b1058e;cut her hair;cut it;FALSE;;cut it;cut
;D;1164;2817aa3ba5ce3496c4222adb7a6aa37c;think of how she wants her hair cut.;;FALSE;and here?;think;think
;D;6893;83d8403f227baca0464166c404dc0dc2;get her scissors ready;get ready;FALSE;;get ready;get ready
;D;11817;14399e53229004f2c85ec3810d5cf776;Hasto wait for the hairdreeser;wait;FALSE;;wait;wait
79;A;787;b8b10c5c32c46a8f278dc868ef65fd9d;distributed;distribute;FALSE;;distribute;distributed
;A;5698;38515a2d399231bb4340622c162d7b1a;lab;;TRUE;;;/
;A;6517;bac07a9a07d31bd971ed4288f10499d6;prepare her prescriptions ;;FALSE;;prepare them;prepare
;A;11440;4f1511992b86c3d28f958bcbf4d56511;While the patient needs to take all of ?? the pharmacist in the lab has to ;;TRUE;;;/
;A;13893;773048bc5ea832a6a6fb93f6da578bc6;give out;;FALSE;;give them out;give
;A;15532;bc3b5c51f98f643be9a99134572a2170;write it out;give out;FALSE;maybe?;write it out;write
;B;2410;2b7058890eefa22341aa295a036985a9;comply;;FALSE;;compy;/
;B;4046;58538dcb3f84e420200c601a4903dbef;wait patiently;wait;FALSE;;wait;wait
;B;8130;61f3559549de508d322e493e3c8fe90c;The pharmacist in the lab;;TRUE;;;/
;B;10590;64e64662aa8b1a57c3e5254b48652bcc;be careful of her actions;be careful;FALSE;;be careful;be careful
;B;13056;8e6ad748c0685eaeffbadbae0050306d;deliver;;FALSE;;deliver;deliver
;B;14691;46c4212ded545ed717b0ff376752ae11;support with next steps;;FALSE;;support ;support
;B;16333;9f8736428d68ef86c654e1f0f0b1058e;give her instructions;instruct;FALSE;;instruct;instruct
;C;906;2817aa3ba5ce3496c4222adb7a6aa37c;finish the paperwork.;;FALSE;again here C/D seem high probable again I think;finish;finish
;C;6635;83d8403f227baca0464166c404dc0dc2;fill the prescription;;FALSE;;fill;fill
;C;11559;14399e53229004f2c85ec3810d5cf776;Has to check if  is the right antidote;check the medication;TRUE;;check;check
;D;2704;9a8edf1b84fcdd4e9692881d31a5a26e;follow the doctor's recommendations.;;FALSE;;follow;follow
;D;4339;559a558cc071b904f807f21b428370da;hurry to complete filling the prescription.;fill the prescription;FALSE;;hurry;hurry
;D;8423;6df37ff0405e34325f86235ab8e45b66;dispense it;;FALSE;;dispense;dispense
;D;9241;3028e7887ad94e66d4f5fe907c30cc88;whiles the patient needs to take some medications;;FALSE;how can we treat this one?;;/
80;A;2172;2b7058890eefa22341aa295a036985a9;revitalize him;rescue;FALSE;;;revitalize
;A;3811;58538dcb3f84e420200c601a4903dbef;do what they can;help;FALSE;;;help
;A;7895;61f3559549de508d322e493e3c8fe90c;s there was some victims due to the accident;;TRUE;;;/
;A;10355;64e64662aa8b1a57c3e5254b48652bcc;attend to as many victims as possible;help;FALSE;;treat them;help
;A;12821;8e6ad748c0685eaeffbadbae0050306d;triage;;FALSE;;;/
;A;14456;46c4212ded545ed717b0ff376752ae11;treat the victims;rescue;FALSE;;treat them;treat
;A;16097;9f8736428d68ef86c654e1f0f0b1058e;transport them to the hospital;;FALSE;;transport them;transport
;B;1046;2817aa3ba5ce3496c4222adb7a6aa37c;help the injured.;help;FALSE;;help;help
;B;6775;83d8403f227baca0464166c404dc0dc2;act quickly;help;FALSE;maybe?;act;hurry
;B;11699;14399e53229004f2c85ec3810d5cf776;In a dangerous situation;;FALSE;this again shows difficulty I think;;/
;C;3267;9a8edf1b84fcdd4e9692881d31a5a26e;take the victims to the hospital;transport them to the hospital;FALSE;;transport them;transport
;C;4900;559a558cc071b904f807f21b428370da;hurry to get to the scene of the accident to assist the victims.;help;FALSE;;hurry;hurry
;C;8985;6df37ff0405e34325f86235ab8e45b66;save them;rescue;FALSE;;save them;save
;C;9802;3028e7887ad94e66d4f5fe907c30cc88;as there were some victims;;TRUE;;;/
;D;438;b8b10c5c32c46a8f278dc868ef65fd9d;rescue;;FALSE;;save then;/
;D;5354;38515a2d399231bb4340622c162d7b1a;accident;;TRUE;this again shows difficulty I think;;/
;D;6172;bac07a9a07d31bd971ed4288f10499d6;damage;;FALSE;this again shows difficulty I think;;/
;D;11089;4f1511992b86c3d28f958bcbf4d56511;the paramedics in the elevator%2C as there were some ?? due to the accident had to ;;TRUE;;;/
;D;13549;773048bc5ea832a6a6fb93f6da578bc6;be rushed to the hospital;rush to the hospital;FALSE;;be rushed;hurry
;D;15186;bc3b5c51f98f643be9a99134572a2170;care for them;rescue;FALSE;maybe?;treat them;help
